millis	acc_0	acc_1	acc_2	gyr_0	gyr_1	gyr_2	mag_0	mag_1	mag_2	Longitude	Latitude	velN	velE	Throttle	Steering
12752	1	-8	-313	5	1	132	2965	-2810	-4585	nan	nan	nan	nan	210	263
12794	-2	-9	-314	6	0	132	2918	-2765	-4356	nan	nan	nan	nan	212	268
12834	-1	-8	-314	6	1	133	2942	-2821	-4343	nan	nan	nan	nan	212	266
12874	1	-7	-312	5	1	132	2953	-2877	-4356	nan	nan	nan	nan	212	265
12914	-2	-8	-313	6	138	132	2953	-2787	-4356	nan	nan	nan	nan	212	266
12954	-1	-9	-315	6	1	132	2930	-2843	-4420	nan	nan	nan	nan	212	265
12994	0	-8	-312	6	1	132	2907	-2799	-4407	nan	nan	nan	nan	212	266
13034	0	-8	-314	6	0	132	2987	-2832	-4343	nan	nan	nan	nan	212	266
13076	-1	-8	-314	5	1	132	2953	-2821	-4420	nan	nan	nan	nan	211	267
13116	0	-8	-313	7	1	132	2987	-2821	-4445	nan	nan	nan	nan	214	267
13156	-1	-8	-314	6	0	132	2976	-2776	-4356	nan	nan	nan	nan	214	268
13196	-1	-8	-314	5	2	132	2953	-2776	-4381	nan	nan	nan	nan	212	265
13236	1	-8	-313	6	1	132	2907	-2787	-4356	nan	nan	nan	nan	213	267
13276	0	-9	-315	6	1	132	2976	-2810	-4394	nan	nan	nan	nan	214	267
13316	0	-8	-314	6	2	132	2918	-2799	-4394	nan	nan	nan	nan	212	266
13356	0	-8	-314	6	1	132	2942	-2765	-4356	nan	nan	nan	nan	213	266
13398	0	-9	-314	6	1	132	2884	-2843	-4394	nan	nan	nan	nan	212	268
13438	-1	-8	-314	6	1	132	2930	-2843	-4559	nan	nan	nan	nan	214	267
13478	-1	-8	-313	6	1	133	2930	-2743	-4521	nan	nan	nan	nan	213	266
13518	-2	-8	-313	6	1	132	2918	-2732	-4572	nan	nan	nan	nan	213	267
13558	0	-8	-311	5	1	132	2987	-2821	-4381	nan	nan	nan	nan	214	267
13598	-2	-8	-313	6	1	132	2942	-2776	-4407	nan	nan	nan	nan	213	267
13638	0	-7	-312	5	1	132	2873	-2832	-4407	nan	nan	nan	nan	212	267
13678	0	-8	-313	6	1	132	2965	-2799	-4394	nan	nan	nan	nan	213	266
13720	-1	-9	-313	6	2	132	2965	-2799	-4407	nan	nan	nan	nan	211	267
13760	0	-8	-312	5	1	132	3010	-2754	-4356	nan	nan	nan	nan	210	263
13800	-1	-9	-313	6	0	132	2976	-2866	-4343	nan	nan	nan	nan	215	268
13840	-1	-8	-314	6	1	132	2965	-2799	-4356	nan	nan	nan	nan	213	267
13880	0	-8	-313	6	2	132	2918	-2810	-4432	nan	nan	nan	nan	213	266
13920	-2	-8	-314	6	0	132	2942	-2821	-4331	nan	nan	nan	nan	213	266
13960	0	-9	-314	6	1	132	2976	-2787	-4381	nan	nan	nan	nan	213	266
14000	0	-8	-313	6	1	132	2930	-2855	-4356	nan	nan	nan	nan	212	265
14042	0	-7	-314	6	1	132	2965	-2866	-4407	nan	nan	nan	nan	209	265
14082	-1	-7	-314	6	0	132	2942	-2821	-4407	nan	nan	nan	nan	212	265
14122	0	-8	-314	6	0	132	2884	-2821	-4394	nan	nan	nan	nan	212	265
14162	-4	-7	-310	6	137	132	2953	-2787	-4381	nan	nan	nan	nan	211	264
14202	0	-8	-314	5	137	132	2976	-2799	-4394	nan	nan	nan	nan	212	265
14242	-1	-8	-316	6	138	131	2976	-2765	-4381	nan	nan	nan	nan	212	265
14282	1	-8	-314	7	0	132	2930	-2877	-4420	nan	nan	nan	nan	211	265
14324	-2	-9	-312	6	138	132	2918	-2810	-4369	nan	nan	nan	nan	210	266
14364	-3	-9	-312	6	0	132	2999	-2787	-4407	nan	nan	nan	nan	213	266
14404	-1	-8	-313	5	1	132	2942	-2698	-4343	nan	nan	nan	nan	212	266
14444	-1	-8	-314	6	0	132	2976	-2832	-4356	nan	nan	nan	nan	213	267
14484	-2	-8	-313	6	0	132	2942	-2754	-4369	nan	nan	nan	nan	211	266
14524	-1	-8	-314	6	1	132	2918	-2765	-4356	nan	nan	nan	nan	212	267
14563	0	-8	-312	6	0	132	2965	-2799	-4394	nan	nan	nan	nan	212	267
14634	-1	-7	-313	6	1	132	2930	-2832	-4343	nan	nan	nan	nan	193	272
14676	-1	-9	-313	7	1	132	2987	-2732	-4369	nan	nan	nan	nan	207	270
14716	-1	-8	-313	5	0	132	2930	-2787	-4407	nan	nan	nan	nan	212	268
14756	-1	-8	-313	6	2	132	3010	-2787	-4369	nan	nan	nan	nan	209	264
14796	-1	-8	-313	5	1	132	3022	-2765	-4394	nan	nan	nan	nan	213	268
14836	-2	-8	-314	6	1	132	2999	-2832	-4445	nan	nan	nan	nan	213	268
14876	-1	-8	-314	7	1	132	2953	-2743	-4394	nan	nan	nan	nan	212	267
14916	-1	-8	-313	6	1	132	2907	-2765	-4356	nan	nan	nan	nan	212	267
14958	-1	-9	-313	6	1	132	2999	-2799	-4394	nan	nan	nan	nan	211	268
14998	-1	-8	-314	6	1	132	2918	-2821	-4331	nan	nan	nan	nan	214	268
15038	-2	-8	-313	6	0	132	2976	-2799	-4369	nan	nan	nan	nan	213	267
15078	-2	-9	-314	5	1	131	2918	-2732	-4381	nan	nan	nan	nan	212	266
15118	-1	-8	-314	6	1	132	2953	-2810	-4407	nan	nan	nan	nan	212	266
15158	-3	-9	-313	6	2	132	2884	-2810	-4381	nan	nan	nan	nan	212	267
15198	-1	-8	-314	5	3	132	3022	-2743	-4394	nan	nan	nan	nan	212	266
15238	-3	-8	-313	5	3	132	2999	-2743	-4458	nan	nan	nan	nan	212	266
15280	3	-7	-315	5	5	132	3034	-2810	-4369	nan	nan	nan	nan	209	266
15320	3	-6	-311	6	0	132	2930	-2743	-4369	nan	nan	nan	nan	210	263
15360	-5	-9	-314	6	1	132	3022	-2765	-4331	nan	nan	nan	nan	210	264
15400	-2	-9	-312	5	2	132	3010	-2776	-4343	nan	nan	nan	nan	211	265
15440	2	-6	-312	5	1	132	2965	-2776	-4407	nan	nan	nan	nan	211	265
15480	-4	-9	-315	6	1	132	2930	-2787	-4381	nan	nan	nan	nan	211	265
15520	-1	-8	-315	6	2	132	3045	-2776	-4407	nan	nan	nan	nan	213	267
15560	0	-8	-314	6	0	132	2965	-2810	-4293	nan	nan	nan	nan	212	266
15602	-2	-8	-314	5	1	132	2942	-2732	-4661	nan	nan	nan	nan	212	269
15642	2	-7	-307	7	2	132	3034	-2832	-4445	nan	nan	nan	nan	212	267
15682	-9	-11	-306	6	4	131	2965	-2754	-4432	nan	nan	nan	nan	212	267
15722	-8	-10	-304	6	2	131	2976	-2855	-4407	nan	nan	nan	nan	213	268
15762	2	-7	-312	6	135	132	2976	-2765	-4331	nan	nan	nan	nan	212	267
15802	-4	-8	-313	7	134	131	3010	-2743	-4407	nan	nan	nan	nan	213	268
15842	1	-9	-316	7	137	131	2976	-2799	-4369	nan	nan	nan	nan	212	267
15884	1	-7	-313	6	136	132	2930	-2765	-4318	nan	nan	nan	nan	211	269
15924	-3	-10	-315	7	137	132	3022	-2810	-4381	nan	nan	nan	nan	213	268
15964	0	-9	-314	6	2	132	2999	-2821	-4369	nan	nan	nan	nan	213	268
16004	2	-8	-311	7	1	132	2976	-2776	-4394	nan	nan	nan	nan	213	268
16044	0	-8	-314	7	1	131	2976	-2765	-4432	nan	nan	nan	nan	214	268
16084	-3	-9	-315	6	1	131	2942	-2787	-4445	nan	nan	nan	nan	213	268
16124	-1	-7	-313	6	2	132	2930	-2855	-4508	nan	nan	nan	nan	213	268
16164	-1	-8	-313	6	0	132	2918	-2754	-4483	nan	nan	nan	nan	212	267
16209	-2	-8	-313	6	1	132	2965	-2821	-4369	nan	nan	nan	nan	209	270
16252	-1	-9	-313	6	1	132	2918	-2787	-4420	nan	nan	nan	nan	206	265
16292	-2	-9	-314	6	0	132	2953	-2732	-4369	nan	nan	nan	nan	212	269
16332	-1	-9	-312	6	1	132	2930	-2810	-4381	nan	nan	nan	nan	213	269
16372	-1	-7	-313	5	1	132	2918	-2754	-4407	nan	nan	nan	nan	212	267
16412	0	-9	-314	5	1	132	2953	-2776	-4394	nan	nan	nan	nan	212	267
16452	-1	-8	-314	6	0	132	2999	-2776	-4407	nan	nan	nan	nan	213	268
16492	0	-7	-314	6	0	132	2930	-2743	-4394	nan	nan	nan	nan	212	267
16534	-1	-8	-313	6	1	132	2999	-2743	-4343	nan	nan	nan	nan	210	267
16574	0	-9	-312	6	0	132	2976	-2787	-4420	nan	nan	nan	nan	212	267
16614	0	-9	-313	6	1	131	2953	-2855	-4470	nan	nan	nan	nan	211	266
16654	-1	-8	-312	5	1	132	2965	-2765	-4483	nan	nan	nan	nan	212	267
16694	0	-8	-312	6	0	132	3010	-2754	-4470	nan	nan	nan	nan	212	267
16734	-1	-9	-312	6	1	132	2965	-2810	-4432	nan	nan	nan	nan	211	267
16774	-1	-8	-313	6	1	132	2953	-2799	-4597	nan	nan	nan	nan	212	266
16816	-1	-9	-312	5	1	132	2930	-2776	-4381	nan	nan	nan	nan	208	266
16856	-1	-8	-312	6	0	132	2987	-2776	-4420	nan	nan	nan	nan	211	266
16896	-2	-8	-313	6	0	132	2976	-2765	-4356	nan	nan	nan	nan	212	267
16936	-1	-8	-315	7	1	132	2930	-2765	-4381	nan	nan	nan	nan	212	267
16976	-1	-9	-314	5	1	132	2907	-2754	-4369	nan	nan	nan	nan	211	266
17016	-1	-8	-313	6	1	131	3010	-2743	-4381	nan	nan	nan	nan	211	266
17056	-1	-8	-313	6	0	132	2965	-2765	-4394	nan	nan	nan	nan	210	265
17096	-1	-7	-313	6	1	132	2861	-2776	-4381	nan	nan	nan	nan	211	266
17138	0	-8	-313	6	1	132	2953	-2799	-4394	nan	nan	nan	nan	208	265
17178	-1	-7	-313	6	1	132	2953	-2787	-4356	nan	nan	nan	nan	210	266
17218	-1	-7	-312	5	0	132	2953	-2710	-4369	nan	nan	nan	nan	211	266
17258	-1	-7	-312	6	1	132	2907	-2743	-4458	nan	nan	nan	nan	209	264
17298	-1	-8	-315	5	0	132	3022	-2765	-4369	nan	nan	nan	nan	211	267
17338	-1	-8	-314	6	1	132	2907	-2787	-4369	nan	nan	nan	nan	210	266
17378	-1	-8	-313	6	1	132	2918	-2799	-4394	nan	nan	nan	nan	210	265
17418	-1	-10	-312	6	0	132	2987	-2810	-4381	nan	nan	nan	nan	210	265
17460	-2	-8	-314	7	1	132	2942	-2799	-4432	nan	nan	nan	nan	208	265
17500	0	-8	-313	5	1	132	2976	-2743	-4432	nan	nan	nan	nan	212	266
17540	-1	-8	-312	5	0	132	3034	-2721	-4420	nan	nan	nan	nan	211	266
17580	-1	-8	-312	6	1	132	2942	-2787	-4369	nan	nan	nan	nan	210	265
17620	0	-8	-313	5	1	132	2918	-2710	-4394	nan	nan	nan	nan	211	266
17660	-1	-8	-312	6	1	132	2999	-2721	-4343	nan	nan	nan	nan	211	266
17700	-2	-8	-314	6	1	132	2965	-2810	-4407	nan	nan	nan	nan	211	266
17742	-1	-8	-313	6	1	132	2965	-2732	-4381	nan	nan	nan	nan	208	266
17782	-1	-8	-314	7	0	132	2930	-2732	-4356	nan	nan	nan	nan	211	266
17822	0	-8	-313	6	1	132	2907	-2754	-4381	nan	nan	nan	nan	210	266
17862	-2	-8	-313	6	1	132	2918	-2799	-4356	nan	nan	nan	nan	211	266
17902	-1	-9	-313	6	1	132	2918	-2765	-4356	nan	nan	nan	nan	211	266
17942	-1	-8	-314	6	1	132	2976	-2810	-4381	nan	nan	nan	nan	211	266
17982	0	-8	-312	6	1	132	3010	-2754	-4420	nan	nan	nan	nan	210	265
18022	0	-8	-314	6	1	132	2942	-2799	-4420	nan	nan	nan	nan	210	265
18064	-1	-8	-314	6	1	132	2965	-2765	-4407	nan	nan	nan	nan	208	266
18104	-1	-7	-313	5	1	132	3010	-2754	-4394	nan	nan	nan	nan	209	265
18144	-2	-7	-313	5	1	132	2999	-2776	-4356	nan	nan	nan	nan	211	267
18184	0	-8	-313	5	1	132	3022	-2799	-4394	nan	nan	nan	nan	211	266
18224	1	-7	-312	6	1	132	3010	-2765	-4394	nan	nan	nan	nan	210	265
18264	-2	-8	-314	6	1	132	2907	-2832	-4369	nan	nan	nan	nan	208	263
18304	0	-7	-313	6	1	132	2942	-2765	-4369	nan	nan	nan	nan	209	265
18344	-2	-8	-313	6	0	132	2999	-2776	-4369	nan	nan	nan	nan	210	266
18387	-2	-8	-313	6	1	132	2930	-2810	-4394	nan	nan	nan	nan	209	267
18427	-1	-7	-312	7	1	132	2953	-2787	-4432	nan	nan	nan	nan	210	267
18467	-1	-9	-314	5	1	132	2965	-2799	-4458	nan	nan	nan	nan	211	267
18507	-2	-9	-313	5	1	132	2942	-2776	-4369	nan	nan	nan	nan	210	266
18547	-2	-9	-314	6	0	132	2987	-2821	-4610	nan	nan	nan	nan	212	267
18587	-2	-8	-313	5	1	132	2987	-2743	-4445	nan	nan	nan	nan	211	267
18627	0	-8	-314	6	0	131	2987	-2799	-4420	nan	nan	nan	nan	211	267
18702	0	-8	-313	6	0	132	2965	-2743	-4331	nan	nan	nan	nan	189	275
18742	2	-7	-313	6	137	132	2918	-2721	-4420	nan	nan	nan	nan	206	270
18782	-4	-10	-314	7	0	131	2965	-2765	-4407	nan	nan	nan	nan	208	267
18822	-2	-9	-314	5	2	132	2976	-2754	-4470	nan	nan	nan	nan	210	267
18862	3	-9	-316	6	1	132	2965	-2721	-4445	nan	nan	nan	nan	209	266
18902	1	-7	-313	7	0	132	2930	-2765	-4394	nan	nan	nan	nan	209	265
18942	-5	-10	-311	5	1	132	2930	-2776	-4381	nan	nan	nan	nan	210	265
18982	2	-7	-313	5	3	132	2942	-2776	-4445	nan	nan	nan	nan	210	266
19024	0	-8	-312	6	1	132	2965	-2776	-4407	nan	nan	nan	nan	208	266
19064	-4	-8	-313	7	1	132	2953	-2754	-4407	nan	nan	nan	nan	210	266
19104	0	-8	-314	6	1	132	2953	-2810	-4432	nan	nan	nan	nan	210	266
19144	0	-8	-315	6	0	132	2930	-2754	-4559	nan	nan	nan	nan	211	266
19184	-2	-9	-314	6	138	132	2942	-2765	-4445	nan	nan	nan	nan	210	266
19224	-3	-8	-313	5	0	132	2884	-2776	-4420	nan	nan	nan	nan	210	266
19264	-1	-9	-313	5	1	132	2999	-2765	-4381	nan	nan	nan	nan	209	264
19304	1	-7	-315	7	1	132	2942	-2821	-4343	nan	nan	nan	nan	210	266
19346	-1	-8	-315	5	2	132	2918	-2754	-4356	nan	nan	nan	nan	208	266
19386	0	-8	-317	5	4	132	2965	-2787	-4420	nan	nan	nan	nan	209	264
19426	1	-7	-313	5	3	132	2965	-2743	-4343	nan	nan	nan	nan	208	264
19466	1	-6	-313	5	3	131	3010	-2743	-4369	nan	nan	nan	nan	208	263
19506	-3	-10	-313	6	1	132	2953	-2754	-4381	nan	nan	nan	nan	208	264
19546	-1	-8	-313	5	2	131	2930	-2743	-4381	nan	nan	nan	nan	208	264
19586	0	-9	-311	6	2	132	2896	-2765	-4369	nan	nan	nan	nan	208	264
19628	-2	-7	-314	6	1	131	2953	-2732	-4305	nan	nan	nan	nan	207	265
19668	-1	-8	-313	6	2	132	2930	-2698	-4369	nan	nan	nan	nan	208	265
19708	0	-8	-314	5	0	131	2965	-2743	-4356	nan	nan	nan	nan	208	264
19748	-2	-8	-314	5	1	132	2965	-2821	-4407	nan	nan	nan	nan	207	263
19788	0	-8	-315	5	1	131	2930	-2810	-4394	nan	nan	nan	nan	210	266
19828	0	-9	-315	5	2	132	2942	-2776	-4394	nan	nan	nan	nan	209	265
19868	0	-8	-313	6	2	132	2999	-2687	-4356	nan	nan	nan	nan	210	266
19908	-2	-7	-314	6	1	132	2965	-2743	-4369	nan	nan	nan	nan	208	265
19950	0	-9	-313	5	1	132	2976	-2765	-4394	nan	nan	nan	nan	209	268
19990	-1	-8	-313	6	1	132	2999	-2810	-4407	nan	nan	nan	nan	211	268
20030	0	-9	-314	6	1	132	3045	-2754	-4343	nan	nan	nan	nan	211	267
20070	0	-7	-314	5	1	132	2987	-2732	-4407	nan	nan	nan	nan	211	268
20110	-2	-7	-313	6	1	132	2976	-2776	-4432	nan	nan	nan	nan	212	268
20150	-1	-8	-312	6	1	132	3010	-2810	-4343	nan	nan	nan	nan	211	268
20190	-2	-7	-313	5	1	132	2976	-2732	-4331	nan	nan	nan	nan	212	269
20230	-1	-7	-311	5	0	132	2976	-2743	-4356	nan	nan	nan	nan	212	269
20272	1	-8	-314	6	2	132	2999	-2665	-4343	nan	nan	nan	nan	211	270
20312	1	-9	-317	6	0	132	2976	-2810	-4394	nan	nan	nan	nan	213	269
20352	-3	-7	-319	6	0	132	2942	-2765	-4381	nan	nan	nan	nan	211	268
20395	5	-8	-317	7	137	131	2965	-2721	-4381	nan	nan	nan	nan	208	269
20435	5	-6	-316	6	1	133	2976	-2754	-4381	nan	nan	nan	nan	210	268
20475	-1	-9	-319	7	1	132	3056	-2687	-4356	nan	nan	nan	nan	211	268
20515	1	-8	-314	6	5	131	2942	-2765	-4356	nan	nan	nan	nan	211	268
20557	6	-7	-314	6	4	132	2953	-2776	-4293	nan	nan	nan	nan	209	269
20597	-4	-8	-314	6	2	132	2953	-2765	-4407	nan	nan	nan	nan	211	268
20637	1	-9	-312	6	4	132	2976	-2765	-4369	nan	nan	nan	nan	211	268
20677	0	-8	-312	6	1	132	2999	-2754	-4331	nan	nan	nan	nan	211	268
20717	-4	-9	-311	6	2	132	2976	-2743	-4407	nan	nan	nan	nan	211	268
20757	-2	-7	-313	7	2	132	2999	-2776	-4331	nan	nan	nan	nan	209	266
20797	-1	-8	-312	6	1	132	2953	-2743	-4381	nan	nan	nan	nan	212	269
20837	-1	-7	-312	7	1	132	2976	-2765	-4407	nan	nan	nan	nan	211	268
20879	-4	-9	-312	6	1	131	2953	-2787	-4381	nan	nan	nan	nan	208	268
20919	-1	-7	-313	5	1	132	2918	-2754	-4394	nan	nan	nan	nan	209	267
20959	0	-8	-312	6	138	132	2953	-2743	-4420	nan	nan	nan	nan	208	265
20999	-5	-9	-314	5	0	132	2930	-2787	-4420	nan	nan	nan	nan	209	266
21039	1	-7	-313	5	1	132	2942	-2710	-4381	nan	nan	nan	nan	209	266
21079	0	-8	-313	6	0	131	3010	-2721	-4369	nan	nan	nan	nan	209	266
21119	-1	-9	-315	7	1	132	2987	-2799	-4331	nan	nan	nan	nan	210	267
21159	0	-8	-313	5	1	132	2999	-2732	-4343	nan	nan	nan	nan	211	268
21201	-1	-9	-313	6	1	132	2907	-2698	-4381	nan	nan	nan	nan	208	267
21241	0	-7	-313	5	1	132	2987	-2765	-4407	nan	nan	nan	nan	211	267
21281	-3	-9	-311	6	1	131	2953	-2754	-4432	nan	nan	nan	nan	210	266
21321	1	-8	-313	6	6	132	2965	-2710	-4356	nan	nan	nan	nan	210	266
21361	-1	-8	-312	6	3	132	2987	-2765	-4420	nan	nan	nan	nan	210	267
21401	-3	-8	-313	6	2	132	2953	-2732	-4394	nan	nan	nan	nan	209	266
21441	-1	-7	-313	6	2	132	2953	-2765	-4420	nan	nan	nan	nan	210	266
21483	-4	-8	-311	6	2	132	2999	-2776	-4343	nan	nan	nan	nan	208	267
21523	-2	-8	-312	6	1	132	2987	-2743	-4420	nan	nan	nan	nan	210	267
21563	0	-8	-312	6	1	132	2987	-2754	-4547	nan	nan	nan	nan	211	267
21603	-4	-9	-313	6	0	132	3010	-2810	-4597	nan	nan	nan	nan	210	267
21643	-3	-9	-312	6	1	132	2942	-2687	-4547	nan	nan	nan	nan	210	267
21683	-1	-8	-314	5	0	132	2953	-2743	-4356	nan	nan	nan	nan	210	267
21723	-1	-8	-312	6	0	132	2953	-2721	-4394	nan	nan	nan	nan	209	266
21763	-1	-8	-314	5	1	132	2942	-2787	-4420	nan	nan	nan	nan	208	265
21805	1	-7	-313	6	1	131	2976	-2832	-4369	nan	nan	nan	nan	207	267
21845	-1	-8	-314	6	0	132	2987	-2754	-4420	nan	nan	nan	nan	210	266
21885	0	-8	-313	6	1	132	2907	-2754	-4394	nan	nan	nan	nan	209	266
21925	-3	-9	-313	7	2	131	2999	-2855	-4420	nan	nan	nan	nan	210	266
21965	2	-8	-311	5	5	133	3010	-2754	-4381	nan	nan	nan	nan	209	266
22005	-1	-7	-311	6	1	132	2965	-2799	-4458	nan	nan	nan	nan	209	266
22045	-4	-9	-313	5	0	131	2942	-2776	-4407	nan	nan	nan	nan	210	266
22085	-4	-8	-313	5	1	132	2953	-2743	-4394	nan	nan	nan	nan	209	265
22127	-1	-7	-312	6	1	132	2953	-2698	-4381	nan	nan	nan	nan	206	266
22167	-2	-8	-314	6	0	132	2999	-2687	-4369	nan	nan	nan	nan	208	265
22207	-2	-7	-313	6	0	132	2942	-2743	-4394	nan	nan	nan	nan	207	265
22247	-1	-8	-313	6	1	132	2987	-2721	-4369	nan	nan	nan	nan	206	263
22287	0	-7	-313	6	0	132	2987	-2765	-4407	nan	nan	nan	nan	209	267
22327	-1	-9	-313	5	1	132	3045	-2799	-4394	nan	nan	nan	nan	209	266
22367	-1	-8	-312	6	0	132	2965	-2721	-4407	nan	nan	nan	nan	207	265
22409	-1	-9	-312	6	0	132	2965	-2732	-4343	nan	nan	nan	nan	207	267
22449	-1	-8	-314	6	1	132	2965	-2698	-4420	nan	nan	nan	nan	208	265
22489	-1	-8	-312	6	1	132	2907	-2721	-4369	nan	nan	nan	nan	208	265
22529	-1	-9	-313	5	1	132	2965	-2799	-4432	nan	nan	nan	nan	208	266
22569	-1	-8	-313	5	1	132	2976	-2810	-4445	nan	nan	nan	nan	210	267
22609	-1	-7	-313	5	1	132	2930	-2710	-4381	nan	nan	nan	nan	209	266
22649	-1	-7	-314	5	1	132	2976	-2743	-4407	nan	nan	nan	nan	209	266
22689	0	-9	-313	5	1	132	2953	-2732	-4381	nan	nan	nan	nan	208	266
22731	-1	-8	-314	5	1	132	2965	-2721	-4356	nan	nan	nan	nan	208	268
22771	-1	-9	-312	5	1	132	2930	-2743	-4369	nan	nan	nan	nan	209	266
22844	0	-8	-313	5	1	132	2999	-2665	-4394	nan	nan	nan	nan	190	276
22884	-1	-8	-312	6	1	132	2999	-2743	-4420	nan	nan	nan	nan	205	271
22924	0	-8	-313	6	1	132	2987	-2721	-4381	nan	nan	nan	nan	208	269
22964	-1	-9	-314	5	0	132	2976	-2754	-4394	nan	nan	nan	nan	210	268
23004	-1	-9	-312	6	1	132	2942	-2776	-4381	nan	nan	nan	nan	209	267
23044	-1	-9	-311	7	0	132	2942	-2743	-4331	nan	nan	nan	nan	209	266
23086	0	-8	-314	6	1	132	2965	-2754	-4381	nan	nan	nan	nan	206	266
23126	-2	-8	-313	6	1	132	2965	-2732	-4394	nan	nan	nan	nan	208	265
23166	-1	-8	-312	6	1	132	3022	-2743	-4381	nan	nan	nan	nan	208	265
23206	-1	-8	-314	6	0	131	3010	-2743	-4369	nan	nan	nan	nan	208	265
23246	-1	-8	-313	6	1	132	2896	-2721	-4394	nan	nan	nan	nan	206	264
23286	0	-9	-314	6	1	132	2987	-2799	-4356	nan	nan	nan	nan	210	267
23326	-1	-8	-313	6	1	132	2930	-2687	-4356	nan	nan	nan	nan	210	267
23369	-1	-8	-315	5	1	132	2918	-2687	-4356	nan	nan	nan	nan	207	267
23409	-1	-8	-313	5	1	132	2942	-2721	-4343	nan	nan	nan	nan	208	267
23449	-1	-8	-314	6	1	132	2976	-2776	-4369	nan	nan	nan	nan	209	267
23489	-1	-8	-313	6	1	132	2953	-2732	-4394	nan	nan	nan	nan	208	266
23529	-1	-8	-313	6	1	132	2953	-2698	-4318	nan	nan	nan	nan	208	265
23569	-1	-8	-312	6	1	132	2976	-2787	-4407	nan	nan	nan	nan	209	267
23609	0	-8	-314	5	1	132	2942	-2732	-4432	nan	nan	nan	nan	209	266
23649	-1	-8	-313	6	1	132	2953	-2665	-4369	nan	nan	nan	nan	208	266
23691	-1	-9	-313	5	1	131	3022	-2743	-4381	nan	nan	nan	nan	206	266
23731	0	-8	-315	5	1	132	2965	-2710	-4381	nan	nan	nan	nan	208	265
23771	0	-8	-312	6	1	133	2965	-2721	-4381	nan	nan	nan	nan	207	265
23811	-1	-8	-313	6	0	132	2965	-2698	-4381	nan	nan	nan	nan	207	264
23851	-1	-9	-314	6	1	132	2953	-2676	-4356	nan	nan	nan	nan	208	265
23891	-1	-7	-312	6	1	132	2976	-2687	-4343	nan	nan	nan	nan	210	267
23931	-1	-8	-314	5	1	131	2942	-2721	-4369	nan	nan	nan	nan	207	265
23971	-1	-8	-313	5	1	132	2965	-2743	-4407	nan	nan	nan	nan	207	265
24013	-1	-7	-313	6	1	132	2976	-2765	-4407	nan	nan	nan	nan	207	267
24053	0	-8	-314	5	0	132	2999	-2754	-4394	nan	nan	nan	nan	210	267
24093	0	-7	-315	5	1	132	2999	-2665	-4343	nan	nan	nan	nan	209	267
24133	-1	-7	-312	5	1	132	3010	-2721	-4369	nan	nan	nan	nan	209	266
24173	0	-7	-313	6	1	132	2942	-2732	-4420	nan	nan	nan	nan	208	266
24213	-1	-9	-312	6	0	132	2953	-2743	-4381	nan	nan	nan	nan	208	266
24253	-2	-8	-312	6	1	132	3010	-2743	-4394	nan	nan	nan	nan	206	264
24295	-1	-8	-313	6	1	132	3022	-2732	-4343	nan	nan	nan	nan	209	269
24335	-1	-8	-313	5	1	132	2987	-2698	-4381	nan	nan	nan	nan	209	267
24375	-2	-8	-312	6	1	132	2942	-2710	-4331	nan	nan	nan	nan	209	267
24415	-1	-8	-312	6	1	132	2953	-2721	-4356	nan	nan	nan	nan	209	267
24455	-1	-8	-312	5	1	132	2976	-2743	-4381	nan	nan	nan	nan	209	267
24498	0	-9	-312	5	1	131	3034	-2743	-4407	nan	nan	nan	nan	207	269
24538	0	-8	-313	6	1	131	2976	-2721	-4369	nan	nan	nan	nan	209	268
24578	0	-8	-313	6	1	132	3022	-2754	-4407	nan	nan	nan	nan	210	268
24628	0	-8	-313	5	1	132	2987	-2754	-4407	nan	nan	nan	nan	202	269
24668	0	-9	-315	6	1	131	2953	-2743	-4432	nan	nan	nan	nan	207	267
24708	-1	-8	-313	6	1	132	2999	-2721	-4496	nan	nan	nan	nan	209	267
24748	-1	-8	-312	5	1	133	2873	-2687	-4521	nan	nan	nan	nan	206	264
24788	-1	-8	-314	5	1	132	2976	-2754	-4381	nan	nan	nan	nan	210	268
24828	0	-8	-313	5	1	132	2999	-2687	-4356	nan	nan	nan	nan	210	268
24868	-1	-9	-314	6	1	132	3010	-2710	-4394	nan	nan	nan	nan	209	267
24908	-1	-8	-315	6	0	132	3010	-2765	-4407	nan	nan	nan	nan	209	267
24950	-1	-9	-312	6	1	131	3010	-2765	-4369	nan	nan	nan	nan	206	266
24990	-1	-8	-314	6	1	132	2999	-2787	-4331	nan	nan	nan	nan	208	266
25030	0	-8	-313	5	1	132	2942	-2743	-4381	nan	nan	nan	nan	208	266
25070	-2	-8	-312	6	1	132	2999	-2787	-4381	nan	nan	nan	nan	208	266
25110	-1	-8	-314	6	1	133	2976	-2698	-4381	nan	nan	nan	nan	209	267
25150	-1	-8	-312	6	1	132	2999	-2754	-4318	nan	nan	nan	nan	208	266
25190	-1	-8	-312	5	1	132	2999	-2799	-4432	nan	nan	nan	nan	209	267
25230	0	-8	-313	6	1	131	2953	-2743	-4369	nan	nan	nan	nan	207	265
25268	-1	-8	-313	6	1	131	2976	-2732	-4407	nan	nan	nan	nan	209	265
25308	-1	-8	-313	6	1	132	2999	-2754	-4407	nan	nan	nan	nan	209	267
25348	-1	-8	-313	6	1	132	2999	-2743	-4407	nan	nan	nan	nan	209	267
